-132.486, 239.119
-138.661, 225.271
-145.157, 211.482
-152.65, 197.919
-160.175, 184.362
-166.889, 170.63
-172.971, 156.76
-179.054, 142.89
-186.494, 129.344
-195.104, 116.077
-203.714, 102.81
-212.107, 89.4845
-219.632, 75.928
-227.157, 62.3714
-234.928, 48.8767
-242.938, 35.4445
-250.969, 22.0181
-259.117, 8.63306
-248.326, 5.77386
-227.942, 9.85358
-207.324, 13.3449
-186.706, 16.8363
-165.686, 18.1921
-144.548, 18.9293
-123.411, 19.6666
-102.274, 20.4039
-81.1362, 21.1411
-59.9989, 21.8784
-38.873, 22.0399
-17.7614, 21.5071
3.35034, 20.9742
24.4619, 20.4415
45.559, 19.8094
66.4836, 18.024
87.4084, 16.2384
108.333, 14.453
129.261, 12.6843
150.208, 11.0024
171.155, 9.3205
192.119, 7.73651
213.113, 6.30414
234.221, 5.96826
240.883, 1.63586
236.675, -12.4441
234.096, -26.7619
226.571, -40.3184
219.045, -53.8749
212.054, -67.5529
205.416, -81.3115
198.778, -95.0701
192.14, -108.829
185.484, -122.584
178.758, -136.323
172.032, -150.063
165.349, -163.812
158.711, -177.571
152.529, -191.412
147.514, -205.464
141.54, -219.35
136.317, -233.359
128.175, -246.594
126.45, -260.881
